slug,category,prompt,expected,s3url,numNodes,numLinks
agpoc-n134-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'evening' has ,7,https://neuronpedia-attrib.s3.us-east-1.amazonaws.com/user-graphs/anonymous/agpoc-n134-hj328-1781304812235.json,1675,66565
agpoc-n135-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'library' has ,7,https://neuronpedia-attrib.s3.us-east-1.amazonaws.com/user-graphs/anonymous/agpoc-n135-hj328-1781304852903.json,1685,72390
agpoc-n136-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'hospital' has ,8,https://neuronpedia-attrib.s3.us-east-1.amazonaws.com/user-graphs/anonymous/agpoc-n136-hj328-1781304889949.json,1674,71007
agpoc-n137-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'sunshine' has ,8,https://neuronpedia-attrib.s3.us-east-1.amazonaws.com/user-graphs/anonymous/agpoc-n137-hj328-1781304926400.json,1706,76066
agpoc-n138-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'notebook' has ,8,https://neuronpedia-attrib.s3.us-east-1.amazonaws.com/user-graphs/anonymous/agpoc-n138-hj328-1781304962193.json,1730,73385
agpoc-n139-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'airplane' has ,8,https://neuronpedia-attrib.s3.us-east-1.amazonaws.com/user-graphs/anonymous/agpoc-n139-hj328-1781304998045.json,1673,73832
agpoc-n140-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'breakfast' has ,9,https://neuronpedia-attrib.s3.us-east-1.amazonaws.com/user-graphs/anonymous/agpoc-n140-hj328-1781305035969.json,1709,74032
agpoc-n141-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'telephone' has ,9,https://neuronpedia-attrib.s3.us-east-1.amazonaws.com/user-graphs/anonymous/agpoc-n141-hj328-1781305076548.json,1683,73412
agpoc-n142-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'classroom' has ,9,https://neuronpedia-attrib.s3.us-east-1.amazonaws.com/user-graphs/anonymous/agpoc-n142-hj328-1781305114814.json,1694,71017
agpoc-n143-hj328,N,The word 'dog' has 3 letters. The word 'apple' has 5 letters. The word 'crocodile' has ,9,https://neuronpedia-attrib.s3.us-east-1.amazonaws.com/user-graphs/anonymous/agpoc-n143-hj328-1781305154808.json,1682,73997
